date,dealer_id,product_id,total_demand,stock_in,stock_out,closing_stock,beneficiaries_count,festival_flag,season,policy_change_flag
2023-04-07,104,3,166,93,166,265,40,0,summer,0
2023-04-07,104,2,196,42,196,25,94,0,summer,0
2023-04-08,102,4,157,169,157,505,96,0,summer,0
2023-04-08,102,3,45,109,45,466,30,0,summer,0
2023-04-08,102,1,69,38,69,141,79,0,summer,0
2023-04-08,102,2,126,249,126,244,86,0,summer,0
2023-04-08,103,4,177,179,177,500,72,0,summer,0
2023-04-08,103,2,57,118,57,359,32,0,summer,0
2023-04-08,103,1,161,104,161,255,24,0,summer,0
2023-04-08,103,3,105,143,105,379,70,0,summer,0
2023-04-09,101,2,109,54,109,141,55,0,summer,0
2023-04-09,101,4,120,6,120,135,98,0,summer,0
2023-04-09,101,1,172,271,172,564,99,0,summer,0
2023-04-09,101,3,187,197,187,456,24,0,summer,0
2023-04-09,104,1,134,62,134,416,46,0,summer,0
2023-04-09,104,3,141,88,141,138,13,0,summer,0
2023-04-09,104,2,87,94,87,452,27,0,summer,0
2023-04-09,104,4,171,168,171,265,21,0,summer,0
2023-04-09,105,1,93,69,93,378,99,0,summer,0
2023-04-09,105,2,118,103,118,229,29,0,summer,0
2023-04-09,103,2,141,143,141,183,49,0,summer,0
2023-04-09,103,1,39,209,39,522,90,0,summer,0
2023-04-09,102,2,168,1,168,210,85,0,summer,0
2023-04-09,102,4,69,295,69,407,12,0,summer,0
2023-04-09,102,1,187,273,187,333,50,0,summer,0
2023-04-10,104,3,60,142,60,231,22,0,summer,0
2023-04-10,104,2,158,49,158,305,48,0,summer,0
2023-04-10,104,1,163,229,163,184,30,0,summer,0
2023-04-10,104,4,61,122,61,355,96,0,summer,0
2023-04-10,105,2,167,289,167,315,50,0,summer,0
2023-04-10,105,4,61,11,61,190,40,0,summer,0
2023-04-10,105,3,183,53,183,57,12,0,summer,0
2023-04-11,104,3,129,281,129,346,92,0,summer,0
2023-04-11,104,1,175,55,175,29,21,0,summer,0
2023-04-11,104,2,153,211,153,478,42,0,summer,0
2023-04-11,104,4,74,78,74,351,42,0,summer,0
2023-04-11,103,4,162,299,162,545,93,0,summer,0
2023-04-11,103,1,50,48,50,155,49,0,summer,0
2023-04-11,102,2,146,181,146,277,39,0,summer,0
2023-04-11,102,3,115,71,115,391,62,0,summer,0
2023-04-11,102,4,165,165,165,117,51,0,summer,0
2023-04-11,102,1,63,216,63,264,74,0,summer,0
2023-04-12,104,3,118,49,118,391,89,0,summer,0
2023-04-12,104,1,183,143,183,112,13,0,summer,0
2023-04-12,104,2,189,206,189,324,21,0,summer,0
2023-04-12,104,4,38,192,38,615,95,0,summer,0
2023-04-12,103,4,40,224,40,568,10,0,summer,0
2023-04-12,103,3,66,213,66,500,84,0,summer,0
2023-04-13,104,3,22,266,22,622,13,0,summer,0
2023-04-13,104,4,172,32,172,0,93,0,summer,0
2023-04-13,104,2,127,39,127,111,81,0,summer,0
2023-04-13,104,1,134,294,134,479,59,0,summer,0
2023-04-13,101,1,158,162,158,491,74,0,summer,0
2023-04-13,101,3,72,263,72,466,69,0,summer,0
2023-04-13,101,2,76,179,76,228,11,0,summer,0
2023-04-13,101,4,146,288,146,631,45,0,summer,0
2023-04-13,103,2,108,157,108,281,45,0,summer,0
2023-04-13,103,4,133,66,133,406,75,0,summer,0
2023-04-13,103,1,140,269,140,245,24,0,summer,0
2023-04-13,103,3,135,268,135,603,60,0,summer,0
2023-04-14,104,3,131,224,131,241,56,0,summer,0
2023-04-14,104,1,39,258,39,511,76,0,summer,0
2023-04-14,104,2,114,77,114,234,99,0,summer,0
2023-04-14,104,4,79,147,79,466,43,0,summer,0
2023-04-14,103,3,69,2,69,352,88,0,summer,0
2023-04-14,103,4,62,299,62,672,83,0,summer,0
2023-04-14,103,2,142,54,142,403,59,0,summer,0
2023-04-14,103,1,44,167,44,363,83,0,summer,0
2023-04-14,105,2,125,240,125,239,43,0,summer,0
2023-04-14,105,1,123,210,123,475,34,0,summer,0
2023-04-14,105,3,116,90,116,211,68,0,summer,0
2023-04-15,101,1,66,267,66,615,55,0,summer,0
2023-04-15,101,4,181,167,181,195,80,0,summer,0
2023-04-15,103,2,138,286,138,475,16,0,summer,0
2023-04-15,103,3,80,234,80,531,76,0,summer,0
2023-04-15,103,4,96,67,96,344,51,0,summer,0
2023-04-15,103,1,24,228,24,595,13,0,summer,0
2023-04-15,104,1,158,69,158,390,51,0,summer,0
2023-04-15,104,3,36,101,36,318,43,0,summer,0
2023-04-16,104,3,139,192,139,536,72,0,summer,0
2023-04-16,104,2,193,145,193,82,86,0,summer,0
2023-04-16,104,1,36,106,36,386,27,0,summer,0
2023-04-16,103,4,98,185,98,536,99,0,summer,0
2023-04-16,103,1,197,229,197,442,38,0,summer,0
2023-04-16,103,2,53,213,53,620,27,0,summer,0
2023-04-16,103,3,28,99,28,251,74,0,summer,0
2023-04-16,102,2,198,187,198,410,81,0,summer,0
2023-04-16,102,4,93,46,93,150,73,0,summer,0
2023-04-16,101,2,63,98,63,235,39,0,summer,0
2023-04-16,101,3,90,291,90,472,12,0,summer,0
2023-04-16,101,4,157,31,157,336,61,0,summer,0
2023-04-16,101,1,85,68,85,192,61,0,summer,0
2023-04-16,105,4,113,57,113,373,95,0,summer,0
2023-04-16,105,2,88,85,88,197,37,0,summer,0
2023-04-17,104,4,130,61,130,80,86,0,summer,0
2023-04-17,104,2,170,253,170,213,82,0,summer,0
2023-04-17,103,1,158,107,158,405,62,0,summer,0
2023-04-17,103,4,168,125,168,400,48,0,summer,0
2023-04-17,102,3,109,95,109,222,49,0,summer,0
2023-04-17,102,2,38,240,38,563,53,0,summer,0
2023-04-18,105,4,29,191,29,324,96,0,summer,0
2023-04-18,105,2,90,287,90,557,20,0,summer,0
2023-04-18,105,3,143,151,143,211,92,0,summer,0
2023-04-18,101,1,179,136,179,378,17,0,summer,0
2023-04-18,101,4,138,116,138,109,10,0,summer,0
2023-04-18,101,3,154,262,154,535,14,0,summer,0
2023-04-19,104,1,75,136,75,359,35,0,summer,0
2023-04-19,104,3,32,15,32,348,24,0,summer,0
2023-04-19,105,2,126,267,126,460,66,0,summer,0
2023-04-19,105,3,189,213,189,377,31,0,summer,0
2023-04-20,104,3,55,79,55,459,88,0,summer,0
2023-04-20,104,4,120,186,120,486,77,0,summer,0
2023-04-20,104,1,194,196,194,354,84,0,summer,0
2023-04-20,104,2,159,242,159,260,37,0,summer,0
2023-04-20,105,4,179,254,179,207,26,0,summer,0
2023-04-20,105,3,198,132,198,193,79,0,summer,0
2023-04-20,105,2,62,108,62,218,21,0,summer,0
2023-04-20,105,1,115,116,115,251,27,0,summer,0
2023-04-20,101,4,171,134,171,207,91,0,summer,0
2023-04-20,101,1,54,109,54,423,16,0,summer,0
2023-04-20,101,2,156,2,156,25,80,0,summer,0
2023-04-20,101,3,165,164,165,262,37,0,summer,0
2023-04-20,103,4,165,142,165,260,72,0,summer,0
2023-04-20,103,2,147,58,147,44,59,0,summer,0
2023-04-20,103,3,126,72,126,439,11,0,summer,0
2023-04-20,102,3,60,192,60,557,13,0,summer,0
2023-04-20,102,1,180,173,180,337,56,0,summer,0
2023-04-21,103,3,176,231,176,265,42,0,summer,0
2023-04-21,103,1,87,216,87,475,30,0,summer,0
2023-04-21,103,4,28,233,28,435,21,0,summer,0
2023-04-21,103,2,57,213,57,588,35,0,summer,0
2023-04-21,104,3,55,294,55,471,81,0,summer,0
2023-04-21,104,2,125,121,125,218,17,0,summer,0
2023-04-21,104,1,59,220,59,484,79,0,summer,0
2023-04-21,104,4,47,110,47,475,87,0,summer,0
2023-04-21,102,4,186,150,186,287,78,0,summer,0
2023-04-21,102,1,108,259,108,633,67,0,summer,0
2023-04-21,102,2,33,7,33,111,76,0,summer,0
2023-04-22,105,4,127,142,127,188,15,0,summer,0
2023-04-22,105,2,158,219,158,374,76,0,summer,0
2023-04-22,101,3,83,129,83,335,35,0,summer,0
2023-04-22,101,4,60,100,60,264,69,0,summer,0
2023-04-22,101,1,183,128,183,64,59,0,summer,0
2023-04-22,102,4,113,291,113,521,68,0,summer,0
2023-04-22,102,2,56,146,56,400,80,0,summer,0
2023-04-22,103,2,185,258,185,348,61,0,summer,0
2023-04-22,103,4,76,278,76,563,63,0,summer,0
2023-04-22,103,1,84,226,84,326,98,0,summer,0
2023-04-22,103,3,143,188,143,336,31,0,summer,0
2023-04-22,104,1,184,198,184,329,59,0,summer,0
2023-04-22,104,2,127,222,127,456,22,0,summer,0
2023-04-23,102,4,178,164,178,277,54,0,summer,0
2023-04-23,102,2,158,8,158,186,70,0,summer,0
2023-04-23,101,1,51,50,51,193,39,0,summer,0
2023-04-23,101,3,184,189,184,299,88,0,summer,0
2023-04-23,104,4,183,291,183,283,29,0,summer,0
2023-04-23,104,1,31,18,31,383,66,0,summer,0
2023-04-24,101,1,127,294,127,476,35,0,summer,0
2023-04-24,101,2,91,178,91,204,51,0,summer,0
2023-04-24,104,1,175,110,175,133,91,0,summer,0
2023-04-24,104,2,79,24,79,444,25,0,summer,0
2023-04-24,104,3,113,158,113,186,85,0,summer,0
2023-04-24,103,1,38,252,38,709,55,0,summer,0
2023-04-24,103,3,169,77,169,108,11,0,summer,0
2023-04-24,103,4,154,243,154,239,61,0,summer,0
2023-04-24,102,4,182,173,182,108,94,0,summer,0
2023-04-24,102,3,180,62,180,38,85,0,summer,0
2023-04-24,102,1,128,47,128,168,83,0,summer,0
2023-04-24,105,2,67,256,67,307,34,0,summer,0
2023-04-24,105,1,76,135,76,302,22,0,summer,0
2023-04-25,101,2,126,183,126,392,29,0,summer,0
2023-04-25,101,4,61,230,61,570,68,0,summer,0
2023-04-25,101,1,167,248,167,357,17,0,summer,0
2023-04-25,101,3,183,191,183,251,46,0,summer,0
2023-04-25,104,3,153,67,153,405,14,0,summer,0
2023-04-25,104,4,180,56,180,85,75,0,summer,0
2023-04-25,104,1,71,103,71,170,65,0,summer,0
2023-04-25,104,2,144,107,144,388,83,0,summer,0
2023-04-25,105,1,147,143,147,194,54,0,summer,0
2023-04-25,105,4,36,86,36,207,11,0,summer,0
2023-04-25,102,3,121,19,121,18,97,0,summer,0
2023-04-25,102,2,114,71,114,213,80,0,summer,0
2023-04-26,105,2,197,203,197,122,66,0,summer,0
2023-04-26,105,3,183,119,183,148,38,0,summer,0
2023-04-26,105,4,146,103,146,126,22,0,summer,0
2023-04-26,105,1,142,91,142,234,61,0,summer,0
2023-04-26,104,3,103,181,103,559,95,0,summer,0
2023-04-26,104,1,75,238,75,506,33,0,summer,0
2023-04-26,104,4,83,47,83,145,84,0,summer,0
2023-04-26,104,2,188,272,188,257,70,0,summer,0
2023-04-26,101,4,140,231,140,430,80,0,summer,0
2023-04-26,101,1,170,105,170,287,14,0,summer,0
2023-04-26,101,2,92,290,92,522,30,0,summer,0
2023-04-26,103,3,97,19,97,376,62,0,summer,0
2023-04-26,103,2,171,27,171,153,67,0,summer,0
2023-04-26,103,1,49,106,49,330,38,0,summer,0
2023-04-26,102,1,167,219,167,367,46,0,summer,0
2023-04-26,102,2,133,114,133,248,67,0,summer,0
2023-04-27,103,2,141,254,141,318,60,0,summer,0
2023-04-27,103,4,121,149,121,142,95,0,summer,0
2023-04-27,103,3,82,19,82,403,18,0,summer,0
2023-04-27,105,3,64,166,64,372,12,0,summer,0
2023-04-27,105,1,64,75,64,509,60,0,summer,0
2023-04-27,105,2,188,144,188,76,29,0,summer,0
2023-04-27,105,4,142,61,142,198,86,0,summer,0
2023-04-27,102,1,118,57,118,266,87,0,summer,0
2023-04-27,102,3,145,161,145,129,94,0,summer,0
2023-04-27,102,4,49,59,49,308,57,0,summer,0
2023-04-27,102,2,45,30,45,342,22,0,summer,0
2023-04-27,104,3,99,227,99,253,69,0,summer,0
2023-04-27,104,2,85,60,85,78,73,0,summer,0
2023-04-27,104,1,114,205,114,423,54,0,summer,0
2023-04-27,104,4,133,280,133,257,40,0,summer,0
2023-04-27,101,3,121,223,121,300,45,0,summer,0
2023-04-27,101,1,122,10,122,2,32,0,summer,0
2023-04-28,103,4,182,75,182,333,40,0,summer,0
2023-04-28,103,2,112,268,112,352,36,0,summer,0
2023-04-28,103,1,165,262,165,485,31,0,summer,0
2023-04-28,105,4,94,82,94,160,26,0,summer,0
2023-04-28,105,2,36,136,36,330,76,0,summer,0
2023-04-28,104,3,85,224,85,351,23,0,summer,0
2023-04-28,104,1,192,222,192,299,82,0,summer,0
2023-04-29,105,4,187,92,187,30,71,0,summer,0
2023-04-29,105,3,139,52,139,44,26,0,summer,0
2023-04-29,102,4,96,281,96,657,61,0,summer,0
2023-04-29,102,3,116,210,116,357,45,0,summer,0
2023-04-29,102,1,183,13,183,100,17,0,summer,0
2023-04-29,101,4,110,245,110,532,85,0,summer,0
2023-04-29,101,2,199,95,199,74,97,0,summer,0
2023-04-29,101,3,149,42,149,240,90,0,summer,0
2023-04-29,101,1,23,201,23,501,60,0,summer,0
2023-04-29,104,1,127,71,127,312,15,0,summer,0
2023-04-29,104,3,172,34,172,203,86,0,summer,0
2023-04-29,103,1,45,203,45,608,14,0,summer,0
2023-04-29,103,4,82,199,82,454,88,0,summer,0
2023-04-29,103,3,142,126,142,299,53,0,summer,0
2023-04-29,103,2,108,186,108,529,43,0,summer,0
2023-04-30,105,3,48,62,48,117,85,0,summer,0
2023-04-30,105,2,72,72,72,483,79,0,summer,0
2023-04-30,104,3,122,189,122,476,37,0,summer,0
2023-04-30,104,1,117,58,117,373,47,0,summer,0
2023-04-30,104,4,27,67,27,421,64,0,summer,0
2023-04-30,104,2,197,280,197,489,86,0,summer,0
2023-04-30,103,1,185,19,185,240,25,0,summer,0
2023-04-30,103,4,88,48,88,414,12,0,summer,0
2023-04-30,102,1,174,49,174,0,87,0,summer,0
2023-04-30,102,3,127,34,127,305,56,0,summer,0
2023-04-30,101,1,187,299,187,227,17,0,summer,0
2023-04-30,101,4,83,32,83,259,24,0,summer,0
2023-04-30,101,2,120,278,120,295,77,0,summer,0
2023-04-30,101,3,82,94,82,122,25,0,summer,0
2023-05-01,104,4,142,209,142,284,73,0,summer,0
2023-05-01,104,1,120,3,120,63,30,0,summer,0
2023-05-01,104,3,21,188,21,283,46,0,summer,0
2023-05-01,105,3,111,140,111,366,62,0,summer,0
2023-05-01,105,4,181,233,181,476,92,0,summer,0
2023-05-01,105,1,68,269,68,346,41,0,summer,0
2023-05-01,102,1,83,233,83,595,38,0,summer,0
2023-05-01,102,4,109,32,109,293,72,0,summer,0
2023-05-01,103,3,187,128,187,137,38,0,summer,0
2023-05-01,103,1,185,37,185,86,70,0,summer,0
2023-05-01,103,2,168,100,168,351,82,0,summer,0
2023-05-01,103,4,70,255,70,467,80,0,summer,0
2023-05-01,101,2,142,217,142,491,73,0,summer,0
2023-05-01,101,4,157,21,157,269,99,0,summer,0
2023-05-01,101,3,52,14,52,396,53,0,summer,0
2023-05-01,101,1,35,200,35,450,48,0,summer,0
2023-05-02,101,4,55,201,55,611,90,0,summer,0
2023-05-02,101,3,121,180,121,329,93,0,summer,0
2023-05-02,101,1,40,116,40,190,42,0,summer,0
2023-05-02,101,2,150,42,150,53,77,0,summer,0
2023-05-02,103,2,145,59,145,39,55,0,summer,0
2023-05-02,103,1,23,125,23,548,33,0,summer,0
2023-05-02,103,3,57,71,57,377,49,0,summer,0
2023-05-02,102,4,125,277,125,286,72,0,summer,0
2023-05-02,102,3,153,24,153,56,36,0,summer,0
2023-05-02,104,3,179,225,179,409,61,0,summer,0
2023-05-02,104,4,69,164,69,202,34,0,summer,0
2023-05-02,105,4,21,82,21,553,50,0,summer,0
2023-05-02,105,2,89,256,89,273,62,0,summer,0
2023-05-03,105,3,173,76,173,294,67,0,summer,0
2023-05-03,105,1,84,204,84,512,46,0,summer,0
2023-05-03,103,3,196,46,196,312,29,0,summer,0
2023-05-03,103,2,89,70,89,369,13,0,summer,0
2023-05-03,101,2,110,105,110,388,80,0,summer,0
2023-05-03,101,1,79,17,79,331,76,0,summer,0
2023-05-03,101,4,23,155,23,306,43,0,summer,0
2023-05-04,105,2,63,26,63,139,75,0,summer,0
2023-05-04,105,4,104,251,104,510,14,0,summer,0
2023-05-04,105,3,193,206,193,120,73,0,summer,0
2023-05-04,105,1,54,19,54,145,70,0,summer,0
2023-05-04,102,4,135,231,135,350,85,0,summer,0
2023-05-04,102,3,20,230,20,325,91,0,summer,0
2023-05-04,102,2,38,228,38,452,16,0,summer,0
2023-05-05,104,2,139,288,139,640,77,0,summer,0
2023-05-05,104,4,58,64,58,236,31,0,summer,0
2023-05-05,104,3,96,40,96,217,68,0,summer,0
2023-05-05,104,1,123,33,123,233,70,0,summer,0
2023-05-05,101,3,126,229,126,581,98,0,summer,0
2023-05-05,101,4,34,76,34,427,89,0,summer,0
2023-05-05,101,2,183,141,183,219,15,0,summer,0
2023-05-05,102,2,139,173,139,462,92,0,summer,0
2023-05-05,102,4,169,45,169,174,94,0,summer,0
2023-05-05,103,3,99,89,99,414,72,0,summer,0
2023-05-05,103,1,197,249,197,542,19,0,summer,0
2023-05-06,102,2,185,220,185,228,79,0,summer,0
2023-05-06,102,1,119,157,119,529,85,0,summer,0
2023-05-06,102,4,53,70,53,442,20,0,summer,0
2023-05-06,105,1,126,226,126,227,45,0,summer,0
2023-05-06,105,2,63,200,63,388,43,0,summer,0
2023-05-07,102,1,46,75,46,235,57,0,summer,0
2023-05-07,102,4,107,33,107,357,19,0,summer,0
2023-05-07,104,4,147,4,147,131,83,0,summer,0
2023-05-07,104,2,144,255,144,342,13,0,summer,0
2023-05-07,104,3,192,16,192,109,77,0,summer,0
2023-05-07,104,1,109,141,109,422,50,0,summer,0
2023-05-08,104,4,149,252,149,350,57,0,summer,0
2023-05-08,104,3,22,55,22,490,74,0,summer,0
2023-05-08,104,1,152,100,152,115,73,0,summer,0
2023-05-08,101,4,54,88,54,297,63,0,summer,0
2023-05-08,101,1,143,146,143,116,22,0,summer,0
2023-05-08,101,2,117,168,117,545,54,0,summer,0
2023-05-09,104,2,107,180,107,301,81,0,summer,0
2023-05-09,104,1,67,178,67,270,11,0,summer,0
2023-05-09,104,3,189,290,189,483,10,0,summer,0
2023-05-09,104,4,101,129,101,261,97,0,summer,0
2023-05-09,103,2,84,277,84,386,13,0,summer,0
2023-05-09,103,4,78,11,78,198,34,0,summer,0
2023-05-09,105,2,28,259,28,649,14,0,summer,0
2023-05-09,105,3,154,52,154,380,12,0,summer,0
2023-05-09,105,1,36,152,36,543,38,0,summer,0
2023-05-09,105,4,117,125,117,497,32,0,summer,0
2023-05-10,105,4,92,39,92,103,43,0,summer,0
2023-05-10,105,2,101,123,101,346,44,0,summer,0
2023-05-10,105,1,85,129,85,206,39,0,summer,0
2023-05-10,105,3,130,43,130,65,21,0,summer,0
2023-05-10,104,2,162,179,162,354,58,0,summer,0
2023-05-10,104,3,195,121,195,189,97,0,summer,0
2023-05-10,104,1,104,183,104,314,21,0,summer,0
2023-05-10,104,4,119,211,119,524,65,0,summer,0
2023-05-11,103,1,190,240,190,236,46,0,summer,0
2023-05-11,103,4,66,140,66,517,24,0,summer,0
2023-05-11,103,2,22,38,22,478,49,0,summer,0
2023-05-11,101,2,182,95,182,229,78,0,summer,0
2023-05-11,101,1,70,172,70,340,83,0,summer,0
2023-05-11,101,4,153,135,153,200,68,0,summer,0
2023-05-12,101,1,113,80,113,253,88,0,summer,0
2023-05-12,101,4,121,94,121,429,25,0,summer,0
2023-05-12,103,3,164,186,164,332,44,0,summer,0
2023-05-12,103,1,87,203,87,524,71,0,summer,0
2023-05-12,103,2,21,237,21,373,60,0,summer,0
2023-05-12,103,4,75,167,75,378,21,0,summer,0
2023-05-12,104,2,137,11,137,279,34,0,summer,0
2023-05-12,104,3,148,217,148,553,91,0,summer,0
2023-05-12,104,4,155,8,155,163,75,0,summer,0
2023-05-12,104,1,104,88,104,305,82,0,summer,0
2023-05-12,105,2,97,181,97,303,81,0,summer,0
2023-05-12,105,1,157,68,157,60,66,0,summer,0
2023-05-12,105,4,125,248,125,229,85,0,summer,0
2023-05-12,105,3,45,204,45,397,83,0,summer,0
2023-05-12,102,4,114,211,114,311,54,0,summer,0
2023-05-12,102,1,142,179,142,245,75,0,summer,0
2023-05-13,104,3,114,7,114,250,46,0,summer,0
2023-05-13,104,1,124,150,124,345,33,0,summer,0
2023-05-13,104,4,115,118,115,303,65,0,summer,0
2023-05-13,101,2,128,127,128,307,71,0,summer,0
2023-05-13,101,3,176,56,176,207,23,0,summer,0
2023-05-13,101,4,96,209,96,385,59,0,summer,0
2023-05-13,101,1,48,286,48,590,46,0,summer,0
2023-05-13,105,1,75,285,75,358,48,0,summer,0
2023-05-13,105,3,78,119,78,403,22,0,summer,0
2023-05-13,103,2,28,210,28,640,81,0,summer,0
2023-05-13,103,1,30,72,30,190,67,0,summer,0
2023-05-13,103,3,148,271,148,458,98,0,summer,0
2023-05-13,103,4,102,199,102,581,16,0,summer,0
2023-05-13,102,1,21,30,21,345,23,0,summer,0
2023-05-13,102,2,185,58,185,68,25,0,summer,0
2023-05-14,103,1,177,93,177,201,42,0,summer,0
2023-05-14,103,3,35,291,35,646,11,0,summer,0
2023-05-14,103,2,27,76,27,379,51,0,summer,0
2023-05-14,103,4,104,53,104,350,12,0,summer,0
2023-05-14,104,1,126,156,126,312,49,0,summer,0
2023-05-14,104,2,127,120,127,313,87,0,summer,0
2023-05-14,104,4,125,118,125,332,88,0,summer,0
2023-05-14,104,3,97,178,97,541,93,0,summer,0
2023-05-15,104,1,42,295,42,744,46,0,summer,0
2023-05-15,104,2,104,121,104,254,72,0,summer,0
2023-05-15,104,4,70,234,70,466,82,0,summer,0
2023-05-15,104,3,130,289,130,568,69,0,summer,0
2023-05-15,102,1,111,210,111,396,29,0,summer,0
2023-05-15,102,3,45,53,45,175,37,0,summer,0
2023-05-16,104,1,136,262,136,420,48,0,summer,0
2023-05-16,104,3,117,170,117,232,59,0,summer,0
2023-05-16,104,2,150,80,150,376,80,0,summer,0
2023-05-16,101,3,76,43,76,439,74,0,summer,0
2023-05-16,101,4,48,182,48,396,78,0,summer,0
2023-05-16,101,1,113,292,113,300,69,0,summer,0
2023-05-16,101,2,192,266,192,291,39,0,summer,0
2023-05-16,103,3,113,246,113,594,36,0,summer,0
2023-05-16,103,2,63,148,63,390,60,0,summer,0
2023-05-16,103,1,80,182,80,245,56,0,summer,0
2023-05-17,101,2,172,165,172,100,61,0,summer,0
2023-05-17,101,1,160,269,160,601,50,0,summer,0
2023-05-17,101,4,162,206,162,448,64,0,summer,0
2023-05-17,104,3,55,297,55,659,30,0,summer,0
2023-05-17,104,2,178,140,178,339,42,0,summer,0
2023-05-17,104,1,58,44,58,447,24,0,summer,0
2023-05-17,104,4,69,3,69,242,78,0,summer,0
2023-05-17,105,1,192,241,192,526,25,0,summer,0
2023-05-17,105,3,81,207,81,529,23,0,summer,0
2023-05-17,103,4,36,16,36,177,29,0,summer,0
2023-05-17,103,3,165,126,165,449,33,0,summer,0
2023-05-17,103,2,187,258,187,414,30,0,summer,0
2023-05-17,102,1,21,115,21,201,15,0,summer,0
2023-05-17,102,4,51,135,51,535,76,0,summer,0
2023-05-17,102,2,68,272,68,375,13,0,summer,0
2023-05-17,102,3,54,297,54,713,14,0,summer,0
2023-05-18,105,1,61,102,61,371,90,0,summer,0
2023-05-18,105,2,49,41,49,337,94,0,summer,0
2023-05-18,105,4,121,59,121,415,78,0,summer,0
2023-05-18,102,2,139,194,139,374,93,0,summer,0
2023-05-18,102,1,96,244,96,472,93,0,summer,0
2023-05-18,104,4,87,228,87,501,55,0,summer,0
2023-05-18,104,2,23,256,23,571,81,0,summer,0
2023-05-18,104,1,52,247,52,509,82,0,summer,0
2023-05-18,104,3,152,188,152,308,29,0,summer,0
2023-05-18,103,1,110,37,110,397,75,0,summer,0
2023-05-18,103,4,35,227,35,627,58,0,summer,0
2023-05-18,103,3,38,292,38,472,68,0,summer,0
2023-05-18,103,2,189,276,189,533,29,0,summer,0
2023-05-19,105,1,147,8,147,238,43,0,summer,0
2023-05-19,105,4,65,41,65,415,99,0,summer,0
2023-05-19,105,2,112,62,112,155,17,0,summer,0
2023-05-19,104,3,42,68,42,498,40,0,summer,0
2023-05-19,104,1,28,44,28,481,24,0,summer,0
2023-05-19,104,2,70,216,70,570,14,0,summer,0
2023-05-19,102,2,132,22,132,130,23,0,summer,0
2023-05-19,102,4,127,160,127,207,63,0,summer,0
2023-05-19,102,1,106,116,106,192,73,0,summer,0
2023-05-19,102,3,93,133,93,387,91,0,summer,0
2023-05-19,103,4,105,240,105,485,78,0,summer,0
2023-05-19,103,3,169,259,169,572,25,0,summer,0
2023-05-19,103,1,90,197,90,367,67,0,summer,0
2023-05-19,101,2,39,286,39,464,62,0,summer,0
2023-05-19,101,4,194,284,194,469,65,0,summer,0
2023-05-20,101,4,129,163,129,450,79,0,summer,0
2023-05-20,101,1,114,262,114,605,34,0,summer,0
2023-05-20,101,3,74,288,74,541,67,0,summer,0
2023-05-20,101,2,115,282,115,310,46,0,summer,0
2023-05-20,103,2,130,135,130,213,73,0,summer,0
2023-05-20,103,4,105,141,105,293,33,0,summer,0
2023-05-20,103,1,92,106,92,225,27,0,summer,0
2023-05-20,104,4,55,219,55,325,32,0,summer,0
2023-05-20,104,1,135,241,135,561,63,0,summer,0
2023-05-21,102,2,56,194,56,585,89,0,summer,0
2023-05-21,102,4,56,230,56,606,66,0,summer,0
2023-05-21,102,3,103,28,103,331,42,0,summer,0
2023-05-21,102,1,116,292,116,377,73,0,summer,0
2023-05-21,103,3,166,281,166,530,68,0,summer,0
2023-05-21,103,2,162,44,162,191,61,0,summer,0
2023-05-22,105,2,156,136,156,197,31,0,summer,0
2023-05-22,105,3,124,251,124,371,65,0,summer,0
2023-05-22,105,4,111,110,111,158,91,0,summer,0
2023-05-22,103,1,35,119,35,537,10,0,summer,0
2023-05-22,103,2,159,199,159,452,70,0,summer,0
2023-05-22,101,2,112,265,112,453,73,0,summer,0
2023-05-22,101,3,88,269,88,532,78,0,summer,0
2023-05-22,101,4,187,152,187,149,47,0,summer,0
2023-05-22,101,1,128,15,128,184,57,0,summer,0
2023-05-22,102,4,167,89,167,366,35,0,summer,0
2023-05-22,102,1,79,117,79,453,63,0,summer,0
2023-05-22,104,4,109,55,109,399,72,0,summer,0
2023-05-22,104,1,93,71,93,421,98,0,summer,0
2023-05-22,104,3,70,1,70,67,51,0,summer,0
2023-05-23,104,2,154,159,154,236,53,0,summer,0
2023-05-23,104,1,177,287,177,241,21,0,summer,0
2023-05-23,102,3,25,19,25,313,96,0,summer,0
2023-05-23,102,1,147,41,147,198,23,0,summer,0
2023-05-23,102,2,180,102,180,118,72,0,summer,0
2023-05-23,102,4,151,243,151,253,13,0,summer,0
2023-05-23,101,1,176,123,176,328,99,0,summer,0
2023-05-23,101,2,44,246,44,627,25,0,summer,0
2023-05-23,101,4,189,53,189,275,18,0,summer,0
2023-05-23,105,2,92,128,92,520,35,0,summer,0
2023-05-23,105,4,68,166,68,278,83,0,summer,0
2023-05-23,105,3,191,104,191,94,26,0,summer,0
2023-05-24,101,2,39,40,39,446,25,0,summer,0
2023-05-24,101,3,99,53,99,264,66,0,summer,0
2023-05-24,101,1,98,286,98,663,54,0,summer,0
2023-05-24,101,4,189,75,189,65,37,0,summer,0
2023-05-24,103,2,69,93,69,316,59,0,summer,0
2023-05-24,103,4,107,255,107,616,95,0,summer,0
2023-05-24,104,1,83,101,83,257,42,0,summer,0
2023-05-24,104,2,113,97,113,197,92,0,summer,0
2023-05-24,105,1,99,80,99,393,96,0,summer,0
2023-05-24,105,3,169,225,169,400,11,0,summer,0
2023-05-25,102,1,187,38,187,158,60,0,summer,0
